Name,Formula
Baumhauerite II,Pb3As4S9
Baumoite,Ba0.5[(UO2)3O8Mo2(OH)3](H2O)3
Baumstarkite,Ag3Sb3S6
Bauranoite,BaU2O7·4-5H2O
Bavenite,Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x  = 0 to 1)
Bavsiite,Ba2V2O2[Si4O12]
Bayanoboite-(Y),Ba2Y(CO3)2F3
Bayerite,Al(OH)3
Bayldonite,Cu3PbO(AsO3OH)2(OH)2
Bayleyite,Mg2(UO2)(CO3)3(H2O)12·6H2O
Baylissite,K2Mg(CO3)2(H2O)4
Bazhenovite,Ca8S5(S2O3)(OH)12(H2O)16·4H2O
Bazirite,BaZrSi3O9
Bazzite,Be3Sc2(Si6O18)
Bearsite,Be2(AsO4)(OH)(H2O)2·2H2O
Bearthite,Ca2Al(PO4)2(OH)
Beaverite-(Cu),Pb(Fe3+2Cu)(SO4)2(OH)6
Beaverite-(Zn),Pb(Fe3+2Zn)(SO4)2(OH)6
Bechererite,Zn7Cu(OH)13[SiO(OH)3(SO4)]
Beckettite,Ca2V6Al6O20
Becquerelite,Ca(UO2)6O4(OH)6(H2O)8
Bederite,Ca2Mn2+4Fe3+2(PO4)6(H2O)2
Beershevaite,CaFe3+3(PO4)3O
Béhierite,Ta(BO4)
Behoite,Be(OH)2
Běhounekite,U(SO4)2(H2O)4
Beidellite,"(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O"
Belakovskiite,Na7(UO2)(SO4)4(SO3OH)(H2O)3
Belendorffite,Cu7Hg6
Belkovite,Ba3Nb6(Si2O7)2O12
Bellbergite,"(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O"
Bellidoite,Cu2Se
Bellingerite,Cu3(IO3)6(H2O)2
Belloite,Cu(OH)Cl
Belmonteite,CaMn2(AsO4)2(H2O)6·H2O
Belogubite,CuZn(SO4)2(H2O)8·H2O
Belomarinaite,KNa(SO4)
Belousovite,KZn(SO4)Cl
Belovite-(Ce),NaCeSr3(PO4)3F
Belovite-(La),NaLaSr3(PO4)3F
Belyankinite,"Ca1-2(Ti,Zr,Nb)5O12·9H2O (?)"
Bementite,Mn7Si6O15(OH)8
Benauite,SrFe3+3(PO4)(PO3OH)(OH)6
Benavidesite,Pb4MnSb6S14
Bendadaite,Fe2+Fe3+2(AsO4)2(OH)2(H2O)4
Benitoite,BaTiSi3O9
Benjaminite,Ag3Bi7S12
Benleonardite,"Ag15Cu(Sb,As)2S7Te4"
Bennesherite,Ba2Fe2+Si2O7
Benstonite,Ba6Ca6Mg(CO3)13
Bentorite,Ca6Cr2(SO4)3(OH)12·26H2O
Benyacarite,(H2O)2Mn2(Ti2Fe3+)(PO4)4(OF)(H2O)10·4H2O
Beraunite,Fe3+6(PO4)4O(OH)4(H2O)4·2H2O
Berborite,Be2(BO3)(OH)(H2O)
Berdesinskiite,V3+2TiO5
Berezanskite,KTi2Li3Si12O30
Bergenite,Ca2Ba4(UO2)9O6(PO4)6(H2O)16
Bergslagite,CaBe(AsO4)(OH)
Berlinite,Al(PO4)
Bermanite,Mn2+Mn3+2(PO4)2(OH)2(H2O)4
Bernalite,Fe(OH)3
Bernardevansite,Al2(SeO3)3(H2O)3⋅3H2O
Bernardite,TlAs5S8
Bernarlottiite,Pb12(As10Sb6)S36
Berndlehmannite,Cu(CrV)S4
Berndtite,SnS2
Berryite,Cu3Ag2Pb3Bi7S16
Berthierine,"(Fe2+,Fe3+,Al)3(Si,Al)2O5(OH)4"
Berthierite,FeSb2S4
Bertossaite,Li2CaAl4(PO4)4(OH)4
Bertrandite,Be4Si2O7(OH)2
Beryl,Be3Al2(Si6O18)
Beryllite,Be3(SiO4)(OH)2·H2O
Beryllonite,NaBe(PO4)
Berzelianite,Cu2-xSe (x ≈ 0.12)
Berzeliite,(NaCa2)Mg2(AsO4)3
Beshtauite,(NH4)2(UO2)(SO4)2(H2O)·H2O
Betekhtinite,"(Cu,Fe)21Pb2S15"
Betpakdalite-CaCa,[Ca2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]
Betpakdalite-CaMg,[Ca2(H2O)17Mg(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]
Betpakdalite-FeFe,[Fe3+2(H2O)15(OH)2Fe3+(H2O)6][Mo8As2Fe3+3O37]
Betpakdalite-NaCa,[Na2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O34(OH)3]
Betpakdalite-NaNa,[Na2(H2O)16Na(H2O)6][Mo6+8As5+2Fe3+3O33(OH)4]
Bettertonite,Al6(AsO4)3(OH)9(H2O)5·11H2O
Betzite,Na6Ca2(Al6Si6O24)Cl4
Beudantite,PbFe3+3(AsO4)(SO4)(OH)6
Beusite,Mn2+Mn2+2(PO4)2
Beusite-(Ca),CaMn2+2(PO4)2
Beyerite,CaBi2O2(CO3)2
Bezsmertnovite,"(Au,Ag)4Cu(Te,Pb)"
Biachellaite,"(Na,Ca,K)8(Si6Al6O24)(SO4)2(OH)0.5·H2O"
Biagioniite,Tl2SbS2
Bianchiniite,Ba2(Ti4+V3+)(As2O5)2OF
Bianchite,Zn(SO4)(H2O)6
Bicapite,KNa2Mg2(H2PV5+14O42)(H2O)25
Bicchulite,Ca2Al2SiO6(OH)2
Bideauxite,AgPb2F2Cl3
Bieberite,Co(SO4)(H2O)6·H2O
Biehlite,Sb3+2MoO6
Bigcreekite,BaSi2O5(H2O)4
Bijvoetite-(Y),Y8(UO2)16O8(CO3)16(OH)8(H2O)25·14H2O
Bikitaite,LiAlSi2O6·H2O
Bilibinskite,PbAu3Cu2Te2
Bílinite,Fe2+Fe3+2(SO4)4(H2O)17·5H2O
Billietite,Ba(UO2)6O4(OH)6(H2O)8
Billingsleyite,Ag7AsS6
Billwiseite,Sb3+5Nb3WO18
Bimbowrieite,NaMgFe3+5(PO4)4(OH)6(H2O)2
Bindheimite,Pb2Sb5+2O7
Biphosphammite,(NH4)H2(PO4)
Biraite-(Ce),Ce2Fe2+(CO3)(Si2O7)
Biraite-(La),La2Fe2+(CO3)(Si2O7)
Birchite,Cd2Cu2(PO4)2(SO4)(H2O)4·H2O
Biringuccite,Na2B5O8(OH)(H2O)
Birnessite,"(Na,Ca,K)0.6(Mn4+,Mn3+)2O4(H2O)1.5"
Birunite,Ca18(SiO3)8.5(CO3)8.5(SO4)·15H2O
Bischofite,MgCl2(H2O)6
Bismite,Bi2O3
Bismoclite,BiOCl
Bismuth,Bi
Bismuthinite,Bi2S3
Bismutite,Bi2O2(CO3)
Bismutocolumbite,BiNbO4
Bismutoferrite,Fe3+2Bi(SiO4)2(OH)
Bismutohauchecornite,Ni9Bi2S8
Bismutostibiconite,"(Bi,Fe3+,☐)2Sb5+2O7"
Bismutotantalite,BiTaO4
Bitikleite,Ca3(SbSn)(AlO4)3
Bityite,CaLiAl2(Si2BeAl)O10(OH)2
Bixbyite-(Fe),"(Fe,Mn)2O3"
Bixbyite-(Mn),Mn2O3
Bjarebyite,BaMn2+2Al2(PO4)3(OH)3
Blakeite,Fe3+2(Te4+O3)3 (?)
Blatonite,(UO2)(CO3)·H2O
Blatterite,Sb5+3Mn3+9Mn2+35(BO3)16O32
Bleasdaleite,"Ca2Cu5(Bi,Cu)(PO4)4(H2O,OH,Cl)13"
Blixite,Pb8O5(OH)2Cl4
Blödite,Na2Mg(SO4)2(H2O)4
Blossite,Cu2V5+2O7
Bluebellite,Cu6(IO3)(OH)10Cl
Bluelizardite,Na7(UO2)(SO4)4Cl(H2O)2
Blueridgeite,[Pb8Zn3Cu2+(OH)16](SO4)2(S2O3)2∙2H2O
Bluestreakite,K4Mg2(V4+2V5+8O28)(H2O)14
Bobcookite,NaAl(UO2)2(SO4)4(H2O)10·8H2O
Bobfergusonite,☐Na2Mn5Fe3+Al(PO4)6
Bobfinchite,Na[(UO2)8O3(OH)11](H2O)3·7H2O
Bobierrite,Mg3(PO4)2(H2O)8
Bobjonesite,V4+O(SO4)(H2O)3
Bobkingite,Cu5Cl2(OH)8(H2O)2
Bobmeyerite,Pb4(Al3Cu)(Si4O12)(S0.5Si0.5O4)(OH)7Cl(H2O)3
Bobshannonite,Na2KBa(Mn7Na)Nb4(Si2O7)4O4(OH)4O2
Bobtraillite,"(Na,☐)12(☐,Na)12Sr12Zr14(Si3O9)10[Si2BO7(OH)2]6      (H2O)12"
Bodieite,Bi3+2(Te4+O3)2(SO4)
Boevskite,Pb4(TeO3)2(SO4)(S2O3)
Bogdanovite,"(Au,Te,Pb)3(Cu,Fe)"
Bøggildite,Na2Sr2Al2(PO4)F9
Boggsite,Na3Ca8(Si77Al19)O192·70H2O
Bøgvadite,Na2Ba2SrAl4F20
Bohdanowiczite,AgBiSe2
Böhmite,AlO(OH)
Bohseite,Ca4Be3+xAl1-xSi9O25-x(OH)3+x (x  = 0 to 1)
Bohuslavite,Fe3+4(PO4)3(SO4)(OH)(H2O)10·n H2O   (5 ≤ n  ≤ 14)
Bojarite,Cu3(N3C2H2)3(OH)Cl2·6H2O
Bokite,"(Al,Fe)1.3(V5+,V4+,Fe3+)8O20·7.5H2O"
Boleite,KAg9Pb26Cu24Cl62(OH)48
Bolivarite,Al2(PO4)(OH)3·4H2O
Bolotinaite,(Na7☐)(Al6Si6O24)F·4H2O
Boltwoodite,(K0.63Na0.37)(UO2)(SiO3OH)(H2O)1.5
Bonaccordite,Ni2Fe3+O2(BO3)
Bonaccorsiite,KK2Na3(Al6Si36)O84
Bonacinaite,Sc(AsO4)(H2O)2
Bonattite,Cu(SO4)(H2O)3
Bonazziite,As4S4
Bonshtedtite,Na3Fe2+(PO4)(CO3)
Boojumite,Pb8O4(OH)2(S2O3)3
Boothite,Cu(SO4)(H2O)6·H2O
Boracite,Mg3B7O13Cl
Boralsilite,Al16B6O30(Si2O7)
Borax,Na2B4O5(OH)4(H2O)8
Borcarite,Ca4MgB4O6(CO3)2(OH)6
Borisenkoite,"Cu3[(V,As)O4]2"
Bornemanite,Na6(Na☐)Ba2Ti2Nb2(Na5☐)Ti2(Si2O7)4(PO4)2O4       (OH)2F2
Bornhardtite,Co2+Co3+2Se4
Bornite,Cu5FeS4
Borocookeite,LiAl4(Si3B)O10(OH)8
Borodaevite,"Ag4.83Fe0.21Pb0.45(Bi,Sb)8.84S16"
Boromullite,Al9BSi2O19
Boromuscovite,KAl2(Si3B)O10(OH)2
Borovskite,Pd3SbTe4
Bortnikovite,Pd4Cu3Zn
Bortolanite,Ca2(Ca1.5Zr0.5)Na(NaCa)Ti(Si2O7)2(OF)F2
Borzęckiite,Pb(UO2)3(SeO3)2O2·3H2O
Boscardinite,TlPb4(Sb7As2)S18
Bosiite,NaFe3+3(Al4Mg2)(Si6O18)(BO3)3(OH)3O
Bosoite,SiO2∙n CxH2x+2
Bostwickite,CaMn3+6Si3O16·7H2O
Botallackite,Cu2Cl(OH)3
Botryogen,MgFe3+(SO4)2(OH)(H2O)6·H2O
Bottinoite,NiSb5+2(OH)12(H2O)6
Botuobinskite,SrFe2+(Ti4+12Cr3+6)Mg2[O36(OH)2]
Bouazzerite,"Bi6(Mg,Co)11Fe14(AsO4)18O12(OH)4(H2O)86"
Boulangerite,Pb5Sb4S11
Bounahasite,Cu+Cu2+2(OH)3Cl2
Bournonite,CuPbSbS3
Bouškaite,(MoO2)2O(SO3OH)2(H2O)2·2H2O
Boussingaultite,(NH4)2Mg(SO4)2(H2O)6
Bowieite,Rh2S3
Bowlesite,PtSnS
Boyleite,Zn(SO4)(H2O)4
Braccoite,NaMn2+5[Si5O14(OH)](AsO3)(OH)
Bracewellite,CrO(OH)
Brackebuschite,Pb2Mn3+(VO4)2(OH)
Bradaczekite,NaCuCuCu2(AsO4)3
Bradleyite,Na3Mg(PO4)(CO3)
Braggite,PdPt3S4
Braithwaiteite,NaCu2+5(Sb5+Ti4+)O2(AsO4)4[AsO3(OH)]2(H2O)8
Braitschite-(Ce),"Ca6.15Na0.85REE 2.08[B6O7(OH)3(O,OH)3]4·H2O"
Branchite,C20H34
Brandãoite,BeAl2(PO4)2(OH)2(H2O)4·H2O
Brandholzite,MgSb2(OH)12(H2O)6
Brandtite,Ca2Mn2+(AsO4)2(H2O)2
Brannerite,UTi2O6
Brannockite,KSn2(Li3Si12)O30
Brassite,Mg(AsO3OH)(H2O)4
Brattforsite,Mn19(AsO3)12Cl2
Braunerite,K2Ca(UO2)(CO3)3·6H2O
Braunite,Mn2+Mn3+6O8(SiO4)
Brazilianite,NaAl3(PO4)2(OH)4
Bredigite,Ca7Mg(SiO4)4
Breithauptite,NiSb
Brendelite,"(Bi,Pb)2(Fe3+,Fe2+)O2(OH)(PO4)"
Brenkite,Ca2(CO3)F2
Brewsterite-Ba,Ba(Al2Si6)O16·5H2O
Brewsterite-Sr,Sr(Al2Si6)O16·5H2O
Breyite,Ca3Si3O9
Brezinaite,Cr3S4
Brianite,Na2CaMg(PO4)2
Brianroulstonite,Ca3B5O6(OH)7Cl2(H2O)4·4H2O
Brianyoungite,Zn3(CO3)(OH)4
Briartite,Cu2FeGeS4
Bridgesite-(Ce),CaCe2Cu6(SO4)4(OH)12(H2O)5∙3H2O
Bridgmanite,MgSiO3
Brindleyite,"(Ni,Al)3(Si,Al)2O5(OH)4"
Brinrobertsite,"(Na,K,Ca)0.3(Al,Fe,Mg)4(Si,Al)8O20(OH)4·3.5H2O"
Britholite-(Ce),"(Ce,Ca)5(SiO4)3(OH)"
Britholite-(Y),"(Y,Ca)5(SiO4)3(OH)"
Britvinite,Pb14Mg9(Si10O28)(BO3)4(CO3)2(OH)12F2
Brizziite,NaSbO3
Brochantite,Cu4(SO4)(OH)6
Brockite,"(Ca,Th,Ce)(PO4)·H2O"
Brodtkorbite,Cu2HgSe2
Bromargyrite,AgBr
Bromellite,BeO
Brontesite,(NH4)3PbCl5
Brookite,TiO2
Browneite,MnS
Brownleeite,MnSi
Brownmillerite,Ca2Fe3+AlO5
Brucite,Mg(OH)2
Brüggenite,Ca(IO3)2·H2O
Brugnatellite,Mg6Fe3+(CO3)(OH)13·4H2O
Brumadoite,Cu3(Te6+O4)(OH)4·5H2O
Brunogeierite,Fe2+2Ge4+O4
Brunovskyite,NaZrSi2O6(OH)
Brushite,Ca(PO3OH)(H2O)2
Brusnitsynite,Mn3CuPbAs3Sb2S12
Bubnovaite,K2Na8Ca(SO4)6
Buchwaldite,NaCa(PO4)
Buckhornite,(Pb2BiS3)(AuTe2)
Buddingtonite,(NH4)(AlSi3)O8
Bukovite,(Cu+3Fe3+)Tl+2Se4
Bukovskýite,Fe3+2(AsO4)(SO4)(OH)·9H2O
Bulachite,Al6(AsO4)3(OH)9(H2O)4·2H2O
Bulgakite,"Li2(Ca,Na)Fe2+7Ti2(Si4O12)2O2(OH)4(O,F)(H2O)2"
Bultfonteinite,Ca2SiO3(OH)F(H2O)
Bunnoite,Mn2+6AlSi6O18(OH)3
Bunsenite,NiO
Burangaite,NaFe2+Al5(PO4)4(OH)6(H2O)2
Burbankite,"(Na,Ca)3(Sr,Ba,Ce)3(CO3)5"
Burckhardtite,Pb2(Fe3+Te6+)(AlSi3O8)O6
Burgessite,Co2(H2O)4[AsO3(OH)]2(H2O)
Burkeite,Na4(SO4)(CO3)
Burnettite,CaVAlSiO6
Burnsite,KCdCu7O2(SeO3)2Cl9
Burovaite-Ca,"(Na,K)4Ca2(Ti,Nb)8[Si4O12]4(OH,O)8·12H2O"
Burpalite,Na4Ca2Zr2(Si2O7)2F4
Burroite,Ca2(NH4)2(V10O28)(H2O)12·3H2O
Burtite,CaSn4+(OH)6
Buryatite,"Ca3(Si,Fe3+,Al)(SO4)B(OH)4(OH,O)6·12H2O"
Buseckite,"(Fe,Zn,Mn)S"
Buserite,Na4Mn14O27·21H2O (?)
Bushmakinite,Pb2Al(PO4)(VO4)(OH)
Bussenite,"(Na,☐)2Ba4(Fe2+,Na)2Ti2(Si2O7)2(CO3)2O2(OH)2        (H2O)2F2"
Bussyite-(Ce),"(Ce,REE )3(Na,H2O)6MnSi9Be5(O,OH)30F4"
Bussyite-(Y),"(Y,REE ,Ca)3(Na,Ca)6MnSi9Be5(O,F,OH)34"
Bustamite,Mn2Ca2MnCa(Si3O9)2
Butianite,Ni6SnS2
Butlerite,Fe3+(SO4)(OH)(H2O)2
Bütschliite,K2Ca(CO3)2
Buttgenbachite,Cu36(NO3)2Cl8(OH)62·nH2O
Buynite,TlPb14As17S40
Byelorussite-(Ce),"NaBa2Ce2Mn2+Ti2Si8O26(F,OH)(H2O)"
Bykovaite,"(Ba,Na,K)2(Na,Ti,Mn)4(Ti,Nb)2O2Si4O14(H2O,  F,OH)2·3.5H2O"
Byrudite,"(Be,☐)(V3+,Ti)3O6"
Bystrite,Na7Ca(Si6Al6)O24(S5)2-Cl-
Byströmite,MgSb5+2O6
Bytízite,Cu3SbSe3
Byzantievite,"Ba5(Ca,REE ,Y)22(Ti,Nb)18(SiO4)4[(PO4),(SiO4)]4  (BO3)9O22[(OH),F]43(H2O)1.5"
Cabalzarite,CaMg2(AsO4)2(H2O)2
Cabrerite,NiMg2(AsO4)2(H2O)8
Cabriite,Pd2CuSn
Cabvinite,Th2F7(OH)(H2O)3
Cacoxenite,Fe3+24AlO6(PO4)17(OH)12(H2O)75
Cadmium,Cd
Cadmoindite,CdIn2S4
Cadmoselite,CdSe
Cadsulfohite,Cd2(SO4)(OH)2
Cadvanite,Cd(VO3)2
Cadwaladerite,"Al2(H2O)(OH)4·n (Cl,OH,H2O)"
Caesiumpharmacosiderite,CsFe4[(AsO4)3(OH)4]·4H2O
Cafarsite,"(Ca,Na,☐)19Ti8Fe3+4Fe2+4(AsO3)28F"
Cafeosite,Ca4Fe2+3Fe3+2☐O6S4
Cafetite,CaTi2O5(H2O)
Cahnite,Ca2B(AsO4)(OH)4
Cairncrossite,Sr2Ca7-xNa2x(Si4O10)4(OH)2(H2O)15-x
Calamaite,Na2TiO(SO4)2(H2O)2
Calaverite,AuTe2
Calciborite,CaB2O4
Calcinaksite,KNaCa(Si4O10)(H2O)
Calcioancylite-(Ce),(CeCa)(CO3)(OH)(H2O)
Calcioancylite-(La),(LaCa)(CO3)2(OH)(H2O)
Calcioancylite-(Nd),Nd3Ca(CO3)4(OH)3(H2O)
Calcioandyrobertsite,KCaCu5(AsO4)4[As(OH)2O2](H2O)2
Calcioaravaipaite,PbCa2AlF9
Calcioburbankite,"Na3(Ca,Ce,Sr,La)3(CO3)5"
Calciocatapleiite,CaZrSi3O9·2H2O
Calciocopiapite,CaFe3+4(SO4)6(OH)2(H2O)14·6H2O
Calciodelrioite,Ca(VO3)2(H2O)4
Calcioferrite,Ca4MgFe3+4(PO4)6(OH)4(H2O)12
Calciohatertite,NaNaCa(CaFe3+)(AsO4)3
Calciohilairite,CaZrSi3O9(H2O)3
Calciojohillerite,NaCaMg3(AsO4)3
Calciolangbeinite,K2Ca2(SO4)3
Calciomurmanite,(Ca☐)Ti2(Na☐)Ti2(Si2O7)2O2(OH)2(H2O)4
Calcio-olivine,Ca2(SiO4)
Calciopetersite,CaCu6(PO4)2(PO3OH)(OH)6(H2O)3
Calciopharmacoalumite,Ca0.5Al4(AsO4)3(ОН)4∙5H2O
Calciosamarskite,"(Ca,Fe,Y)(Nb,Ta,Ti)O4"
Calciotantite,CaTa4O11
Calciouranoite,"(Ca,Ba,Pb,K,Na)U2O7·5H2O"
Calcioursilite,Ca4(UO2)4(Si2O5)5(OH)6·15H2O
Calcioveatchite,SrCaB11O16(OH)5(H2O)
Calcite,Ca(CO3)
Calcjarlite,"Na2(Ca,☐)14(Mg,☐)2Al12F64(OH)4"
Calclacite,Ca(CH3COO)Cl(H2O)4·H2O
Calcurmolite,(Ca1-xNax)2(UO2)3(MoO4)2(OH)6-x·nH2O
Calcybeborosilite-(Y),"(Y,REE ,Ca)2(B,Be)2(SiO4)2(OH,O)2"
Calderite,Mn2+3Fe3+2(SiO4)3
Calderónite,Pb2Fe3+(VO4)2(OH)
Caledonite,Cu2Pb5(SO4)3(CO3)(OH)6
Calkinsite-(Ce),Ce2(CO3)3·4H2O
Callaghanite,Cu2Mg2(CO3)(OH)6(H2O)2
Calomel,HgCl
Calumetite,CaCu4(OH)8Cl2(H2O)3.5
Calvertite,Cu5Ge0.5S4
Calzirtite,Ca2Zr5Ti2O16
Camanchacaite,Na☐CaMg2(AsO4)2[AsO2(OH)2]
Cámaraite,NaBa3Fe2+8Ti4(Si2O7)4O4(OH)4F3
Camaronesite,Fe3+2(PO3OH)2(SO4)(H2O)4·1-2H2O
Camérolaite,Cu6Al3(OH)18(H2O)2[Sb(OH)6](SO4)
Cameronite,"Cu5-x(Cu,Ag)3+xTe10     (x  = 0.43)"
Camgasite,CaMg(AsO4)(OH)·5H2O
Caminite,Mg7(SO4)5(OH)4(H2O)
Campigliaite,Cu4Mn2+(SO4)2(OH)6(H2O)4
Campostriniite,(Bi2.5Na0.5)(NH4)2Na2(SO4)6(H2O)
Canaphite,Na2CaP2O7(H2O)4
Canasite,K3Na3Ca5Si12O30(OH)4
Canavesite,Mg2(HBO3)(CO3)·5H2O
Cancrinite,"(Na,Ca,☐)8(Al6Si6)O24(CO3,SO4)2·2H2O"
Cancrisilite,Na7(Si7Al5)O24(CO3)·3H2O
Canfieldite,Ag8SnS6
Cannizzarite,Pb8Bi10S23
Cannonite,Bi2O(SO4)(OH)2
Canosioite,Ba2Fe3+(AsO4)2(OH)
Canutite,Na☐MnMn2(AsO4)[AsO3(OH)]2
Caoxite,Ca(C2O4)(H2O)3
Capgaronnite,AgHgClS
Cappelenite-(Y),BaY6B6Si3O24F2
Capranicaite,KCaNaAl4B4Si2O18
Caracolite,Na2(Pb2Na)(SO4)3Cl
Carboborite,Ca2Mg[B(OH)4]2(CO3)2(H2O)4
Carbobystrite,Na8(Al6Si6O24)(CO3)·4H2O
Carbocalumite,Ca4Al2(OH)12(CO3)·6H2O
Carbocernaite,"(Sr,Ce,La)(Ca,Na)(CO3)2"
Carboferriphoxite,[(NH4)K(H2CO3)][Fe3+(HPO4)(H2PO4)(C2O4)]
Carboirite,Fe2+Al2GeO5(OH)2
Carbokentbrooksite,"(Na,☐)12(Na,Ce)3Ca6Mn3Zr3NbSi25O73(OH)3  (CO3)·H2O"
Carbonatecyanotrichite,Cu4Al2(CO3)(OH)12(H2O)2
Cardite,Zn5.5(AsO4)2(AsO3OH)(OH)3(H2O)3
Carducciite,"(AgSb)Pb6(As,Sb)8S20"
Caresite,Fe2+4Al2(OH)12(CO3)·3H2O
Carletonite,KNa4Ca4Si8O18(CO3)4(OH)(H2O)
Carletonmooreite,Ni3Si
Carlfrancisite,"Mn2+3(Mn2+,Mg,Fe3+,Al)42(As3+O3)2(As5+O4)4  [(Si,As5+)O4]8(OH)42"
Carlfriesite,CaTe4+2Te6+O8
Carlgieseckeite-(Nd),NaNdCa3(PO4)3F
Carlhintzeite,Ca2AlF7(H2O)
Carlinite,Tl2S
Carlosbarbosaite,(UO2)2Nb2O6(OH)2(H2O)2
Carlosruizite,K3Na2Na3Mg5(IO3)6(SeO4)6(H2O)6
Carlosturanite,"(Mg,Fe2+,Ti)21(Si,Al)12O28(OH)34·H2O"
Carlsbergite,CrN
Carlsonite,(NH4)5Fe3+3O(SO4)6(H2O)7
Carmeltazite,ZrAl2Ti4O11
Carmichaelite,"(Ti,Cr,Fe)(O,OH)2"
Carminite,PbFe3+2(AsO4)2(OH)2
Carnallite,KMgCl3·6H2O
Carnotite,K2(UO2)2(VO4)2·3H2O
Carobbiite,KF
Carpathite,C24H12
Carpholite,Mn2+Al2Si2O6(OH)4
Carraraite,Ca3Ge(SO4)(CO3)(OH)6(H2O)12
Carrboydite,"(Ni1-x Alx )(SO4)x /2(OH)2·n H2O (x  < 0.5, n  > 3x /2)"
Carrollite,CuCo2S4
Caryinite,NaCaCaMn2(AsO4)3
Caryochroite,"(Na,Sr)3(Fe3+,Mg)10Ti2Si12O37(H2O,O,OH)17"
Caryopilite,Mn2+3Si2O5(OH)4
Cascandite,CaScSi3O8(OH)
Caseyite,[(V5+O2)Al7.5(OH)15(H2O)13]2[H2V4+V5+9O28]       [V5+10O28]2·90H2O
Cassagnaite,Ca4Fe3+4V3+2(OH)6O2(Si3O10)(SiO4)2
Cassedanneite,Pb5(VO4)2(CrO4)2·H2O
Cassidyite,Ca2Ni(PO4)2(H2O)2
Cassiterite,SnO2
Castellaroite,Mn2+3(AsO4)2(H2O)4·0.5H2O
Caswellsilverite,NaCrS2
Catalanoite,Na2(HPO4)·8H2O
Catamarcaite,Cu6GeWS8
Catapleiite,Na2Zr(Si3O9)(H2O)2
Cattierite,CoS2
Cattiite,Mg3(PO4)2(H2O)18·4H2O
Cavansite,Ca(V4+O)(Si4O10)(H2O)4
Cavoite,CaV3O7
Cayalsite-(Y),CaY6Al2Si4O18F6
Caysichite-(Y),"(Ca,Yb,Er)4Y4(Si8O20)(CO3)6(OH)(H2O)5·2H2O"
Cebaite-(Ce),Ba3Ce2(CO3)5F2
Cebollite,Ca5Al2(SiO4)3(OH)4
Čechite,PbFe2+(VO4)(OH)
Čejkaite,Na4(UO2)(CO3)3
Celadonite,KMgFe3+Si4O10(OH)2
Celestine,Sr(SO4)
Celleriite,☐(Mn2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH)
Celsian,Ba(Al2Si2O8)
Centennialite,CaCu3Cl2(OH)6(H2O)~0.7
Cerchiaraite-(Al),Ba4Al4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]
Cerchiaraite-(Fe),Ba4Fe3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]
Cerchiaraite-(Mn),Ba4Mn3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]
Cerianite-(Ce),CeO2
Cerite-(CeCa),(Ce7Ca2)☐Mg(SiO4)3(SiO3OH)4(OH)3
Cerium,Ce
Černýite,Cu2CdSnS4
Cerromojonite,CuPbBiSe3
Ceruleite,CuAl4(AsO4)2(OH)8(H2O)4
Cerussite,Pb(CO3)
Cervandonite-(Ce),"(Ce,Nd,La)(Fe3+,Ti,Fe2+,Al)3O2(Si2O7)1-x+y (AsO3)1+x-y(OH)3x-3y"
Cervantite,Sb3+Sb5+O4
Cervelleite,Ag4TeS
Cesanite,Ca2Na3(SO4)3(OH)
Césarferreiraite,Fe2+Fe3+2(AsO4)2(OH)2·8H2O
Cesàrolite,PbMn4+3O6(OH)2
Cesbronite,Cu3Te6+O4(OH)4
Cesiodymite,CsKCu5O(SO4)5
Cesiokenopyrochlore,"☐Nb2(O,OH)6Cs1-x"
Cesplumtantite,Cs2Pb3Ta8O24
Cetineite,NaK5Sb14S6O18(H2O)6
Chabazite-Ca,Ca2[Al4Si8O24]·13H2O
Chabazite-K,(K2NaCa0.5)[Al4Si8O24]·11H2O
Chabazite-Mg,(Mg0.7K0.5Ca0.5Na0.1)[Al3Si9O24]·10H2O
Chabazite-Na,(Na3K)[Al4Si8O24]·11H2O
Chabazite-Sr,"(Sr,Ca)2[Al4Si8O24]·11H2O"
Chabournéite,"AgzTl8-x-zPb4+2xSb40-x-yAsyS68                               0.00 ≤ x  ≤ 0.40, 16.15 ≤ y  ≤ 19.11, 0.04 ≤ z  ≤ 0.11"
Chadwickite,(UO2)(HAsO3)
Chaidamuite,ZnFe3+(SO4)2(OH)(H2O)4
Chalcanthite,Cu(SO4)(H2O)4·H2O
Chalcoalumite,CuAl4(SO4)(OH)12(H2O)3
Chalcocite,Cu2S
Chalcocyanite,Cu(SO4)
Chalcomenite,Cu(Se4+O3)(H2O)2
Chalconatronite,Na2Cu(CO3)2(H2O)3
Chalcophanite,ZnMn4+3O7(H2O)3
Chalcophyllite,Cu18Al2(AsO4)4(SO4)3(OH)24·36H2O
